City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
582,Alyangula,AU,-13.8483,136.4192,83.52,47,0,3.78,clear sky
583,Kontagora,NG,10.3999,5.4695,80.04,62,92,3.58,overcast clouds
584,Esna,EG,25.2934,32.554,78.82,20,100,13.53,overcast clouds
585,Xiaoyi,CN,34.6178,109.703,74.44,26,13,11.77,few clouds
586,Grindavik,IS,63.8424,-22.4338,49.95,93,100,24.16,overcast clouds
587,Vierzon,FR,47.2101,2.0625,64.78,95,95,7.52,overcast clouds
588,Xuanhua,CN,40.6103,115.0447,68.02,16,1,6.98,clear sky
589,Padang,ID,-0.9492,100.3543,80.65,79,58,1.81,broken clouds
590,Yining,CN,29.0361,114.5636,69.4,66,97,0.92,overcast clouds
591,Iquique,CL,-20.2208,-70.1431,59.04,76,100,4.23,overcast clouds
592,Mercedes,AR,-34.6515,-59.4307,53.78,53,100,13.91,overcast clouds
593,San Ignacio,BZ,17.1561,-89.0714,75.72,71,64,4.16,broken clouds
594,Puerto Narino,CO,-3.7703,-70.3831,70.77,99,100,1.54,overcast clouds
595,Farah,AF,32.5,62.5,68.68,30,0,4.29,clear sky
596,Batagay,RU,67.6333,134.6333,29.89,71,100,4.43,overcast clouds
597,High Level,CA,58.5169,-117.136,59.11,41,40,6.91,scattered clouds
